Container ID,Name,CPU %,Memory Usage,Memory %,Net I/O,Block I/O,PIDs
88df3cf2f98e,mysql,0.14,406.1MiB / 31.09GiB,1.28,8.32MB / 21.2MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.66MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.15,46.23MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,2
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,145.51,753.8MiB / 31.09GiB,2.37,123MB / 124MB,280MB / 1.18GB,54
1ec32aa56724,r_agent,1.08,140MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.02,22.79MiB / 31.09GiB,0.07,601kB / 832kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.23,21.96MiB / 31.09GiB,0.07,69.3kB / 32.5kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.22,20.99MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.21,21.57MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.43MiB / 31.09GiB,0.07,220kB / 375kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.0,22.6MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.67,42.54MiB / 31.09GiB,0.13,23.7MB / 11.4MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.2,22.22MiB / 31.09GiB,0.07,628kB / 328kB,0B / 0B,7
88df3cf2f98e,mysql,0.5,406.1MiB / 31.09GiB,1.28,8.33MB / 21.2MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.66MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,2.21,46.35MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,144.92,754MiB / 31.09GiB,2.37,123MB / 124MB,280MB / 1.18GB,54
1ec32aa56724,r_agent,1.46,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.65MiB / 31.09GiB,0.07,602kB / 833kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.2,22.01MiB / 31.09GiB,0.07,69.3kB / 32.5kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.24,21.05MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.2,21.58MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.4MiB / 31.09GiB,0.07,220kB / 376kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.0,22.69MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.0,42.21MiB / 31.09GiB,0.13,23.8MB / 11.4MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.21,21.94MiB / 31.09GiB,0.07,630kB / 329kB,0B / 0B,7
88df3cf2f98e,mysql,0.13,406.1MiB / 31.09GiB,1.28,8.35MB / 21.3MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.66MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.23,46.36MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,2
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,149.55,753.7MiB / 31.09GiB,2.37,123MB / 124MB,280MB / 1.18GB,54
1ec32aa56724,r_agent,1.74,140MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.02,22.65MiB / 31.09GiB,0.07,603kB / 835kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.23,22.01MiB / 31.09GiB,0.07,69.3kB / 32.5kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.32,21.05MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.24,21.58MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.4MiB / 31.09GiB,0.07,220kB / 376kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.01,22.69MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.68,42.22MiB / 31.09GiB,0.13,23.8MB / 11.5MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.29,21.94MiB / 31.09GiB,0.07,630kB / 329kB,0B / 0B,7
88df3cf2f98e,mysql,0.79,406.1MiB / 31.09GiB,1.28,8.36MB / 21.3MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.66MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,2.55,46.48MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,147.53,753.7MiB / 31.09GiB,2.37,123MB / 124MB,280MB / 1.18GB,54
1ec32aa56724,r_agent,0.93,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.6MiB / 31.09GiB,0.07,604kB / 836kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.23,22.02MiB / 31.09GiB,0.07,69.3kB / 32.5kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.22,21.09MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.2,21.67MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.43MiB / 31.09GiB,0.07,221kB / 377kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.24,22.72MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.23MiB / 31.09GiB,0.13,23.8MB / 11.5MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.23,21.97MiB / 31.09GiB,0.07,631kB / 330kB,0B / 0B,7
88df3cf2f98e,mysql,0.14,406.1MiB / 31.09GiB,1.28,8.37MB / 21.3MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.72MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.27,45.91MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,131.2,753.8MiB / 31.09GiB,2.37,124MB / 125MB,280MB / 1.18GB,54
1ec32aa56724,r_agent,0.82,140MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.02,22.63MiB / 31.09GiB,0.07,605kB / 838kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.32,22.07MiB / 31.09GiB,0.07,69.3kB / 32.5kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.26,21.19MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.29,21.7MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.48MiB / 31.09GiB,0.07,221kB / 377kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.42,22.8MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.85,42.23MiB / 31.09GiB,0.13,23.9MB / 11.5MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.31,21.76MiB / 31.09GiB,0.07,632kB / 331kB,0B / 0B,7
88df3cf2f98e,mysql,0.6,406.1MiB / 31.09GiB,1.28,8.39MB / 21.4MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.72MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,2.16,46.29MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,157.99,753.9MiB / 31.09GiB,2.37,124MB / 125MB,280MB / 1.18GB,54
1ec32aa56724,r_agent,0.86,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.57MiB / 31.09GiB,0.07,606kB / 839kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.34,21.95MiB / 31.09GiB,0.07,69.3kB / 32.5kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.2,21.27MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.25,21.73MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.48MiB / 31.09GiB,0.07,221kB / 378kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.03,22.84MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.23MiB / 31.09GiB,0.13,23.9MB / 11.5MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.29,21.56MiB / 31.09GiB,0.07,634kB / 331kB,0B / 0B,7
88df3cf2f98e,mysql,0.14,406MiB / 31.09GiB,1.28,8.4MB / 21.4MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.72MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.24,45.94MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,126.87,753.8MiB / 31.09GiB,2.37,124MB / 125MB,280MB / 1.19GB,54
1ec32aa56724,r_agent,0.85,140MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.02,22.57MiB / 31.09GiB,0.07,607kB / 841kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.2,21.95MiB / 31.09GiB,0.07,69.3kB / 32.5kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.2,21.27MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.22,21.73MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.48MiB / 31.09GiB,0.07,221kB / 378kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.04,22.84MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.71,42.36MiB / 31.09GiB,0.13,24MB / 11.5MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.22,21.56MiB / 31.09GiB,0.07,634kB / 331kB,0B / 0B,7
88df3cf2f98e,mysql,0.56,406MiB / 31.09GiB,1.28,8.42MB / 21.5MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.72MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,2.39,46.41MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,170.26,753.8MiB / 31.09GiB,2.37,124MB / 125MB,280MB / 1.19GB,54
1ec32aa56724,r_agent,0.5,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.6MiB / 31.09GiB,0.07,608kB / 842kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.25,21.85MiB / 31.09GiB,0.07,69.3kB / 32.5kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.23,21.32MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.21,21.74MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.51MiB / 31.09GiB,0.07,222kB / 379kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.0,22.93MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.24MiB / 31.09GiB,0.13,24MB / 11.6MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.26,21.56MiB / 31.09GiB,0.07,635kB / 332kB,0B / 0B,7
88df3cf2f98e,mysql,0.2,406MiB / 31.09GiB,1.28,8.43MB / 21.5MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.72MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.22,46.07MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,169.28,753.8MiB / 31.09GiB,2.37,124MB / 125MB,280MB / 1.19GB,54
1ec32aa56724,r_agent,0.79,140MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.02,22.64MiB / 31.09GiB,0.07,609kB / 844kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.24,21.85MiB / 31.09GiB,0.07,69.3kB / 32.5kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.21,21.34MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.34,21.76MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.54MiB / 31.09GiB,0.07,222kB / 380kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.0,22.93MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.66,42.25MiB / 31.09GiB,0.13,24.1MB / 11.6MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.23,21.55MiB / 31.09GiB,0.07,637kB / 333kB,0B / 0B,7
88df3cf2f98e,mysql,0.53,406MiB / 31.09GiB,1.28,8.45MB / 21.5MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.73MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,2.35,46.19MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,148.74,753.9MiB / 31.09GiB,2.37,125MB / 126MB,280MB / 1.19GB,54
1ec32aa56724,r_agent,0.56,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.64MiB / 31.09GiB,0.07,610kB / 845kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.25,21.88MiB / 31.09GiB,0.07,69.3kB / 32.5kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.29,21.36MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.17,21.73MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.58MiB / 31.09GiB,0.07,223kB / 381kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.0,22.95MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.26MiB / 31.09GiB,0.13,24.1MB / 11.6MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.25,21.59MiB / 31.09GiB,0.07,638kB / 334kB,0B / 0B,7
88df3cf2f98e,mysql,0.2,406MiB / 31.09GiB,1.28,8.46MB / 21.6MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.74MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.37,45.99MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,150.9,753.9MiB / 31.09GiB,2.37,125MB / 126MB,280MB / 1.19GB,54
1ec32aa56724,r_agent,0.68,140MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.64MiB / 31.09GiB,0.07,610kB / 846kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.23,21.88MiB / 31.09GiB,0.07,69.3kB / 32.5kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.17,21.36MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.25,21.73MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.58MiB / 31.09GiB,0.07,223kB / 381kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.0,22.95MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.64,42.25MiB / 31.09GiB,0.13,24.1MB / 11.6MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.23,21.59MiB / 31.09GiB,0.07,638kB / 334kB,0B / 0B,7
88df3cf2f98e,mysql,0.48,406.1MiB / 31.09GiB,1.28,8.48MB / 21.6MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.74MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,2.18,46.7MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,7
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,137.92,753.9MiB / 31.09GiB,2.37,125MB / 126MB,280MB / 1.19GB,54
1ec32aa56724,r_agent,1.12,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.64MiB / 31.09GiB,0.07,612kB / 848kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.25,21.85MiB / 31.09GiB,0.07,69.3kB / 32.5kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.29,21.38MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.23,21.63MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.71MiB / 31.09GiB,0.07,223kB / 382kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.03,22.97MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.14MiB / 31.09GiB,0.13,24.2MB / 11.6MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.25,21.61MiB / 31.09GiB,0.07,639kB / 334kB,0B / 0B,7
88df3cf2f98e,mysql,0.21,406.1MiB / 31.09GiB,1.28,8.49MB / 21.6MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.74MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.52,46.39MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,3
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,152.9,753.9MiB / 31.09GiB,2.37,125MB / 126MB,280MB / 1.2GB,54
1ec32aa56724,r_agent,0.73,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.02,22.82MiB / 31.09GiB,0.07,613kB / 850kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.25,21.88MiB / 31.09GiB,0.07,69.3kB / 32.5kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.26,21.39MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.24,21.56MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.66MiB / 31.09GiB,0.07,224kB / 382kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.0,23.01MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.76,42.26MiB / 31.09GiB,0.13,24.2MB / 11.7MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.25,21.66MiB / 31.09GiB,0.07,641kB / 335kB,0B / 0B,7
88df3cf2f98e,mysql,0.8,406.1MiB / 31.09GiB,1.28,8.51MB / 21.7MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.76MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,2.15,46.09MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,157.41,754.1MiB / 31.09GiB,2.37,125MB / 126MB,280MB / 1.2GB,54
1ec32aa56724,r_agent,1.75,140MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.9MiB / 31.09GiB,0.07,614kB / 851kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.22,21.59MiB / 31.09GiB,0.07,69.3kB / 32.5kB,184kB / 0B,7
22e323d21ae9,oai-ausf,1.0,21.41MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.18,21.57MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.68MiB / 31.09GiB,0.07,224kB / 383kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.04,22.87MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.15MiB / 31.09GiB,0.13,24.3MB / 11.7MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.21,21.74MiB / 31.09GiB,0.07,642kB / 336kB,0B / 0B,7
88df3cf2f98e,mysql,0.12,406.1MiB / 31.09GiB,1.28,8.52MB / 21.7MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.76MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.34,46.11MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,149.03,754.1MiB / 31.09GiB,2.37,126MB / 127MB,280MB / 1.2GB,54
1ec32aa56724,r_agent,1.11,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.9MiB / 31.09GiB,0.07,615kB / 853kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.24,21.59MiB / 31.09GiB,0.07,69.3kB / 32.5kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.18,21.41MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.17,21.57MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.68MiB / 31.09GiB,0.07,224kB / 383kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.0,22.87MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.35,42.16MiB / 31.09GiB,0.13,24.3MB / 11.7MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.16,21.74MiB / 31.09GiB,0.07,642kB / 336kB,0B / 0B,7
88df3cf2f98e,mysql,0.43,406.1MiB / 31.09GiB,1.28,8.53MB / 21.7MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.76MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.72,46MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,159.35,754.1MiB / 31.09GiB,2.37,126MB / 127MB,280MB / 1.2GB,54
1ec32aa56724,r_agent,0.86,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.91MiB / 31.09GiB,0.07,616kB / 854kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.25,21.49MiB / 31.09GiB,0.07,69.3kB / 32.5kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.18,21.21MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.2,21.59MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.68MiB / 31.09GiB,0.07,225kB / 384kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.0,22.89MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.16MiB / 31.09GiB,0.13,24.3MB / 11.7MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.23,21.75MiB / 31.09GiB,0.07,644kB / 337kB,0B / 0B,7
88df3cf2f98e,mysql,0.12,406.1MiB / 31.09GiB,1.28,8.54MB / 21.8MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.76MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.17,46.31MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,171.86,754.1MiB / 31.09GiB,2.37,126MB / 127MB,280MB / 1.2GB,54
1ec32aa56724,r_agent,0.5,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.91MiB / 31.09GiB,0.07,617kB / 856kB,1.15MB / 0B,11
